"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","Price","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use","Sold Price","SP/LP Ratio","Sold Price per SqFt","Sold Date","Type","Total Baths","Zoning"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262300158/0/60/45/316e65074f21886bfb5d71ec56c70a86/15/57597045c76d46630eeafaf73535cbe6/262300158.JPG","R2278531","Residential Detached","S","191 7790 KING GEORGE BOULEVARD","East Newton","$169,000","24","3","1974","0.00","Manufactured","Surrey","905-001-378","V3W 5Y4",,,,"$169,000","0.94","$159.13","7/5/2018","Manufactured","1","MHP"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262301998/0/60/45/9d688309400ad98dd619253ab575ec17/13/1b4ec92ddfd2e23ba39b8e091ad44495/262301998.JPG","R2280371","Residential Detached","S","8955 HALDI ROAD","Haldi","$170,000","36","4","1971","0.00","Manufactured with Land","PG City South (Zone 74)","012-330-663","V2N 6K1","0.00",,,"$170,000","0.90","$106.25","7/20/2018","Manufactured with Land","1","AR3"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262298434/0/60/45/d0a18ac79eada97561ac64b2fe112e96/13/ae006e6dfb4b6ff5b94fbf3c52a5be6c/262298434.JPG","R2276807","Residential Detached","S","2415 SPRUCE ROAD","70 Mile House","$171,000","36","2","1973","0.00","House with Acreage","100 Mile House (Zone 10)","008-912-238","V0K 2K0","150.00",,,"$171,000","0.98","$182.11","7/10/2018","House with Acreage","2","R1"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262303124/0/60/45/7987be3d6bdb135272be7f0a67b96910/13/224daff2e1e11fa210f7097642bdef01/262303124.JPG","R2281497","Residential Detached","S","1890 HOUGHTALING ROAD","Mount Alder","$172,000","22","2","1957","4,791.00","House/Single Family","PG City North (Zone 73)","013-308-157","V2K 1L6","0.00",,,"$172,000","0.93","$86.35","7/11/2018","House/Single Family","2","RS1M"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262305178/0/60/45/6e1b593b514b9a4e8edc356666565dce/13/87a8d23ecaf65270978fbf4eb65e8b5a/262305178.JPG","R2283551","Residential Attached","S","2 9707 99 AVENUE","Taylor","$175,000","9","2","2011","0.00","Apartment/Condo","Fort St. John (Zone 60)","028-626-133","V0C 2K0","0.00",,,"$175,000","0.97","$129.82","7/4/2018","Apartment/Condo","2","R2M"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262305465/0/60/45/45e61392361b9a9d92c2ba3104b2682d/13/46df73ebecafb073f2fddfa85e207600/262305465.JPG","R2283838","Residential Detached","S","1522 JUNIPER STREET","Williams Lake - City","$176,000","14","2","1996","0.00","Manufactured with Land","Williams Lake (Zone 27)","012-011-703","V2G 3C1","0.00",,,"$176,000","0.98","$129.41","7/5/2018","Manufactured with Land","2","R1A"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262296481/0/60/45/a3aeae7053eabc466780c7aa154bf929/14/8f6826ed1326158aae6c2cf549347d36/262296481.JPG","R2274854","Residential Attached","S","102 45598 MCINTOSH DRIVE","Chilliwack W Young-Well","$177,000","39","1","1981","0.00","Apartment/Condo","Chilliwack","001-867-318","V2P 7J3",,,,"$177,000","0.99","$267.78","7/8/2018","Apartment/Condo","1","R5"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262306843/0/60/45/8c02a27e9eb3cd70f6fdd4bfebb37ba9/13/803c46c10fabfb2cc9d1efb2d61a0d35/262306843.JPG","R2285216","Residential Detached","S","6011 GUIDE ROAD","Williams Lake - Rural North","$179,000","8","1","1945","0.00","Recreational","Williams Lake (Zone 27)","027-198-405","V2G 5L9","299.37",,,"$179,000","1.00","$456.63","7/4/2018","Recreational","0","RR3"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262306282/0/60/45/4937f4646df4fbfda9e241b775682697/16/c70d112666308778ebcbadd640825c5f/262306282.JPG","R2284655","Residential Attached","S","304 7220 LINDSAY ROAD","Granville","$180,000","12","1","1974","0.00","Apartment/Condo","Richmond","800-122-916","V7C 3M6",,,,"$180,000","0.95","$283.91","7/11/2018","Apartment/Condo","1","R3"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262291373/0/60/45/ff6c3cffb1c135a45f137b272c6bacf5/16/7327cd5014a5db7cccec28c72c8ddc69/262291373.JPG","R2269746","Land Only","S","Lot 16 FIRCOM PLATEAU STREET","Gambier Island","$180,000","51",,,"0.00",,"Sunshine Coast","026-908-174","V7T 1C3",,"Water Access","House/Single Family","$180,000","0.90",,"7/6/2018","Other",,"SR"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262277887/0/60/45/759cc2e6771a3f32822215cdcd3f91af/13/01cd04f37df72d8c0e16e25e05e9baae/262277887.JPG","R2256260","Residential Attached","S","2 4631 WALSH AVENUE","Terrace - City","$180,000","90","3","1975","0.00","Apartment/Condo","Terrace (Zone 88)","014-931-842","V8G 4H3","0.00",,,"$180,000","1.00","$173.08","7/5/2018","Apartment/Condo","2","R4"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262304478/0/60/45/143d95d3b456b77dc40ca5093bb99cc7/13/58d2f1501caeddd5fc3fb6bfe1b07dd1/262304478.JPG","R2282851","Residential Detached","S","2156 TAMARACK STREET","VLA","$180,000","14","3","1955","5,924.56","House/Single Family","PG City Central (Zone 72)","006-125-981","V2L 2T7","0.00",,,"$180,000","0.95","$112.50","7/6/2018","House/Single Family","2","RS2"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262303750/0/60/45/81b15f4de785ca60e9d1ea8b6af3d4d1/15/5373c2db737d7a6bd555d1189edca69d/262303750.JPG","R2282123","Residential Detached","S","20 41168 LOUGHEED HIGHWAY","Mission BC","$190,000","17","2","1996","0.00","Manufactured","Mission","905-002-087","v0m 1n0","0.00",,,"$190,000","0.96","$199.58","7/6/2018","Manufactured","1","MHP"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262298149/0/60/45/e8131f147223231e1d998bc5424f0902/13/fc7d0e35d49b824699f9212a2570a0de/262298149.JPG","R2276522","Residential Detached","S","3 FULMAR STREET","Kitimat","$195,000","38","3","1955","5,949.00","House/Single Family","Kitimat (Zone 89)","008-649-502","V8C 1T3","0.00",,,"$195,000","0.93","$107.62","7/9/2018","House/Single Family","1","R2A"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262308779/0/60/45/d65751dbce97aa290453fa6a7f446d84/14/7e3b1cb82727254ac7e61ce95f8d81c5/262308779.JPG","R2287152","Residential Attached","S","201 32110 TIMS AVENUE","Abbotsford West","$195,100","2","1","1982","0.00","Apartment/Condo","Abbotsford","002-166-577","V2T 2H4","0.00",,,"$195,100","1.03","$286.91","7/11/2018","Apartment/Condo","1","RML"
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262289285/0/60/45/f7dd8c96855f61c258e133cfcb1a5873/13/6c721c7985cec1c588b4aaf1f171748c/262289285.JPG","R2267658","Residential Detached","S","4608 SCOTT AVENUE","Terrace - City","$195,500","64","2","1957","6,100.00","House/Single Family","Terrace (Zone 88)","011-989-041","V8G 2B2","50.00",,,"$195,500","0.98","$257.24","7/12/2018","House/Single Family","1","R2"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262305337/0/60/45/8a0ce935030c0afa1cee1997b985e536/15/dc070c25cbd6012ae79f3f06952031d5/262305337.JPG","R2283710","Residential Attached","S","120 45598 MCINTOSH DRIVE","Chilliwack W Young-Well","$197,000","19","2","1981","0.00","Apartment/Condo","Chilliwack","001-867-571","V2P 7J3",,,,"$197,000","0.99","$214.36","7/15/2018","Apartment/Condo","1","R5"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262307540/0/60/45/fe2f551a372fffdad88f81db778e3c7f/14/e63f1b11d00eac5d353a1d490a9f0949/262307540.JPG","R2285913","Residential Attached","S","1112 45650 MCINTOSH DRIVE","Chilliwack W Young-Well","$199,000","5","2","1977","0.00","Apartment/Condo","Chilliwack","001-511-131","V2P 6Y5","0.00",,,"$199,000","1.00","$196.06","7/9/2018","Apartment/Condo","1","R6"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262308129/0/60/45/979c4fe468f3a2de86cf2c214f6eb792/13/e4b9e2a62c336cfd749ceacdbae00b4e/262308129.JPG","R2286502","Residential Attached","S","171 111 TABOR BOULEVARD","Heritage","$199,000","5","3","1972","0.00","Townhouse","PG City West (Zone 71)","003-975-215","V2M 5N3","0.00",,,"$199,000","0.95","$138.19","7/10/2018","Townhouse","2","RM1"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262306446/0/60/45/e4bda08e672f397fe3276ce141168603/15/f8b291e734a5b78b4517f4d8f15791bb/262306446.JPG","R2284819","Residential Attached","S","208 15020 NORTH BLUFF ROAD","White Rock","$200,000","6","1","1974","0.00","Apartment/Condo","South Surrey White Rock","905-002-175","V4b 5A4",,,,"$200,000","1.05","$320.00","7/9/2018","Apartment/Condo","1","RM-2"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262304035/0/60/45/b2296b73639ff3eec15f0246747dad36/13/8f3a609475c770540ff5115720d8e18a/262304035.JPG","R2282408","Residential Detached","S","47 313 WESTLAND ROAD","Quesnel - Town","$200,000","26","3","1996","0.00","Manufactured","Quesnel (Zone 28)","800-122-749","V2J 4V4","0.00",,,"$200,000","0.96","$142.45","7/16/2018","Manufactured","2","MHP1"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262306958/0/60/45/117bfc2064f86789f463a81a34d8edec/13/f9c863d47130b1a1962c00427d0e477a/262306958.JPG","R2285331","Residential Detached","S","326 N BLACKBURN ROAD","North Blackburn","$202,000","5","2","2012","19,602.00","Manufactured with Land","PG City South East (Zone 75)","012-851-477","V2N 6G1","0.00",,,"$202,000","0.96","$215.35","7/7/2018","Manufactured with Land","2","R2"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262304760/0/60/45/82cb90946806a4fa6a0f8e5449033137/15/ac939f12206a88c0ebbf531a1997fd79/262304760.JPG","R2283133","Residential Attached","S","203 33870 FERN STREET","Central Abbotsford","$207,000","12","1","1983","0.00","Apartment/Condo","Abbotsford","028-774-027","v2s 6c3",,,,"$207,000","1.04","$235.23","7/9/2018","Apartment/Condo","1","RML"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262307421/0/60/45/2c3a1774d7d153eaaf7eb9426735777e/13/8d1cac33f89a0255f80b51bc552c0fb7/262307421.JPG","R2285794","Land Only","S","DL 865A CEDARVALE ROAD","Kitwanga","$210,000","8",,,"0.00",,"Smithers And Area (Zone 54)","004-404-050","V0J 1G0","0.00","Road Access","Other","$210,000","1.00",,"7/11/2018","Other",,"N/A"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262304650/0/60/45/a7acad435ac34e9899bb7afc322f2533/13/8bf10aef53df858bfedef184c0af0b3f/262304650.JPG","R2283023","Land Only","S","46050 LLOYD DRIVE","Cluculz Lake","$213,000","17",,,"0.00",,"PG Rural West (Zone 77)","007-572-191","V0J 3A2","0.00","Road Access","Recreational","$213,000","0.97",,"7/8/2018","Other",,"R4"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262291326/0/60/45/3bb5b660ad102c97072aa27e0e531c28/9/bc93b2bd5b4837ffd7c875671d1c36a2/262291326.JPG","R2269699","Residential Attached","S","304 32733 BROADWAY EAST STREET","Abbotsford West","$217,000","50","1","1982","0.00","Apartment/Condo","Abbotsford","002-130-301","V2T 4M9",,,,"$217,000","0.96","$336.43","7/5/2018","Apartment/Condo","1","RML"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262300837/0/60/45/1be727f5003daebaf08be0b9a65084b2/13/fa21f7049a83a4f94b87792b14e334ce/262300837.JPG","R2279210","Residential Detached","S","2282 CLAYMINE ROAD","Bouchie Lake","$220,000","28","3","9999","879,040.80","House with Acreage","Quesnel (Zone 28)","004-176-383","V2J 7C5","0.00",,,"$220,000","0.96","$155.81","7/10/2018","House with Acreage","1","RR2"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262302187/0/60/45/3136ad07cf65136b22aba53ea55c4961/15/bbaac98fadd73a9f4c56a4d87ce2c5d6/262302187.JPG","R2280560","Residential Detached","S","5 2315 198 STREET","Brookswood Langley","$220,000","33","2","1983","3,400.00","Manufactured","Langley","905-001-381","V2Z 1Z1","40.00",,,"$220,000","1.10","$211.54","7/17/2018","Manufactured","2","MH1"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262304719/0/60/45/0837983a6e95d08b4b91704c4083d382/16/2fff93a4dcce5307fcfdac040188ba7c/262304719.JPG","R2283092","Land Only","S","2019 TIYATA BOULEVARD","Pemberton","$222,000","10",,,"4,618.00",,"Pemberton","030-433-827","V0N 2L1","0.00","Road Access","House/Single Family","$222,000","0.89","$48.07","7/4/2018","Other",,"CD5"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262307465/0/60/45/1070ea962282f48abcfbc948b8cf4525/13/85b65c3ffe8a9e2934f4488c2ac437e1/262307465.JPG","R2285838","Residential Detached","S","3835 THIRD AVENUE","Smithers - Town","$223,000","1","4","1950","6,250.00","House/Single Family","Smithers And Area (Zone 54)","013-575-392","V0J 2N0","50.00",,,"$223,000","0.99","$166.42","7/4/2018","House/Single Family","1","C-1A"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262307922/0/60/45/7b15043265f443769d1c91a9b20f0a05/13/e34b039f1050e5796c93d58f41c68ff5/262307922.JPG","R2286295","Residential Detached","S","2779 MERRITT ROAD","Peden Hill","$224,000","2","2","1942","0.00","House/Single Family","PG City West (Zone 71)","012-940-739","V2N 1M5","0.00",,,"$224,000","1.00","$125.98","7/5/2018","House/Single Family","1","RS2"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262304781/0/60/45/fe2c342913bfbd76f9288a3e554d754a/15/bbd7beec26376ffea7781aad8371cd37/262304781.JPG","R2283154","Residential Detached","S","239 20071 24 AVENUE","Brookswood Langley","$225,000","13","2","1988","0.00","Manufactured","Langley","905-002-151","V2Z 2A1",,,,"$225,000","1.00","$178.57","7/8/2018","Manufactured","2","MHP"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262306716/0/60/45/f87b0f2c0670135a8967cb32200492cb/14/6b334d69c8861dfa372541eb99ca40bc/262306716.JPG","R2285089","Residential Detached","S","16 46511 CHILLIWACK LAKE ROAD","Chilliwack River Valley","$226,000","8","2","1964","3,932.00","Manufactured","Sardis","000-562-734","V2R 3S5","40.00",,,"$226,000","0.98","$385.67","7/11/2018","Manufactured","1","RSV1"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262290051/0/60/45/c73ac0991dd9bf5c3f4e92a0ba911108/16/064dca7121ccdc39f017fb36f922708a/262290051.JPG","R2268424","Land Only","S","H66 STRAWBERRY LANE","Hope Sunshine Valley","$229,000","52",,,,,"Hope","700-011-210","V0X 1L5","191.00","Road Access","Recreational","$229,000","1.13",,"7/5/2018","Other",,"CHP-1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262296176/0/60/45/8ddbc44a293d6f7655fcad38231d35c9/14/1058756ded6c4ea70ebadb3cabb0e205/262296176.JPG","R2274549","Residential Attached","S","210 45900 LEWIS AVENUE","Chilliwack N Yale-Well","$230,000","19","2","1980","0.00","Apartment/Condo","Chilliwack","001-519-506","V2P 3C2",,,,"$230,000","0.96","$239.09","7/7/2018","Apartment/Condo","1","R5"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262309490/0/60/45/fe1e47f3f88e00082426dd430fba2b21/14/88f4e1ff19021484c015c86bfcb3f038/262309490.JPG","R2287863","Residential Attached","S","207 45510 MARKET WAY","Vedder S Watson-Promontory","$230,202","3","0","2020","0.00","Apartment/Condo","Sardis","700-011-312","V2R 1A1",,,,"$230,202","0.98","$495.06","7/8/2018","Apartment/Condo","1",
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262303893/0/60/45/a4b70601bf803694f76526460fc22319/14/3df85252c66a6c62c69ef640c4977b15/262303893.JPG","R2282266","Residential Attached","S","112 9422 VICTOR STREET","Chilliwack N Yale-Well","$232,500","18","1","2009","0.00","Apartment/Condo","Chilliwack","027-369-510","V2P 0B8","0.00",,,"$232,500","0.97","$345.47","7/7/2018","Apartment/Condo","1","R6"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262307360/0/60/45/235fc7440283cac2dd2adf3afaf10128/13/bbc627deb2c8b994ec976665cd1064b8/262307360.JPG","R2285733","Land Only","S","LOT 4 SKYLINE DRIVE","Lone Butte/Green Lk/Watch Lk","$233,000","9",,,"0.00",,"100 Mile House (Zone 10)","002-943-361","V0K 2K0","160.00","Road Access","House/Single Family","$233,000","0.90",,"7/9/2018","Other",,"RL"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262306194/0/60/45/eadea95f724fdf2807e3d2a763d753c8/14/65c3ece47d22d7977ae39de8e0291d52/262306194.JPG","R2284567","Residential Attached","S","302 45700 WELLINGTON AVENUE","Chilliwack W Young-Well","$235,000","6","1","1995","0.00","Apartment/Condo","Chilliwack","023-063-122","V2P 2E4",,,,"$235,000","0.98","$281.44","7/4/2018","Apartment/Condo","1","R5"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262309749/0/60/45/dd015dade888a272364163606fd940d6/16/bc4e51963b94e32b94959b16a65a7bda/262309749.JPG","R2288122","Residential Attached","S","303 7180 LINDSAY ROAD","Granville","$236,000","2","2","1974","0.00","Apartment/Condo","Richmond","008-290-989","V7C 3M6",,,,"$236,000","0.99","$282.97","7/12/2018","Apartment/Condo","1","R7"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262310666/0/60/45/60c7d2c225ef442cd1444fd795f49da1/13/72877c9beed9a7c4e25f8e842a10d779/262310666.JPG","R2289039","Residential Detached","S","14820 MIWORTH ROAD","Miworth","$239,900","2","2","1981","0.00","Manufactured with Land","PG Rural West (Zone 77)","008-216-690","V2M 7C3","0.00",,,"$239,900","1.00","$220.29","7/14/2018","Manufactured with Land","2","CR1"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262307532/0/60/45/2d24ee56be85bca78ec744c6cc29f824/13/42b602d3708190c2ca2b62461b3ec6e1/262307532.JPG","R2285905","Residential Detached","S","58 YUKON STREET","Kitimat","$240,000","14","3","1955","6,019.00","House/Single Family","Kitimat (Zone 89)","011-918-675","V8C 1Z2","0.00",,,"$240,000","0.99","$218.18","7/12/2018","House/Single Family","1","R1A"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262307758/0/60/45/0dc9a51dfa5c4239fa16c62255fe397a/13/cefeeb0d3c182845b19fab7e93419d06/262307758.JPG","R2286131","Residential Detached","S","6007 TRENT DRIVE","Lower College","$244,000","1","3","9999","5,227.00","House/Single Family","PG City South (Zone 74)","003-973-867","V2N 2G4","0.00",,,"$244,000","1.00","$124.49","7/4/2018","House/Single Family","1","RS2"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262310925/0/60/45/9bc234c63fb80bf35cda38bbbf11feba/15/b7684c49b9b99e97afb2d341fe9d6854/262310925.JPG","R2289298","Residential Detached","S","32 2315 198 STREET","Brookswood Langley","$245,000","1","2","1986","0.00","Manufactured","Langley","905-002-331","V2Z 1Z1","45.00",,,"$245,000","0.95","$196.31","7/17/2018","Manufactured","2","MH1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262307305/0/60/45/555fd40a8b72fc1314471bb0356a43f4/16/d2d02ce8e2f90f1f9c16c322312804dd/262307305.JPG","R2285678","Residential Attached","S","108 3090 GLADWIN ROAD","Central Abbotsford","$248,000","5","0","2015","0.00","Apartment/Condo","Abbotsford","029-668-077","V2T 6K7",,,,"$248,000","1.01","$647.52","7/9/2018","Apartment/Condo","1","N5"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262306020/0/60/45/cb1d1f871ce93fd9c0c4afd04f7c2953/13/79cc99227295429e6c7eae5f27653e35/262306020.JPG","R2284393","Residential Detached","S","23983 WALCOTT ROAD","Smithers - Rural","$250,000","8","3","9999","0.00","Manufactured with Land","Smithers And Area (Zone 54)","009-482-628","V0J 2X2","0.00",,,"$250,000","0.98","$154.80","7/4/2018","Manufactured with Land","2","H1"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262295302/0/60/45/daf99088a490152523211a9ff9848a01/13/12dbfd8a2d8fa53349fe5f3d5cb647af/262295302.JPG","R2273675","Residential Detached","S","12261 OAK AVENUE","Fort St. John - Rural W 100th","$250,000","52","4","9999","0.00","House/Single Family","Fort St. John (Zone 60)","028-135-024","V0C 1H0","0.00",,,"$250,000","0.91","$139.12","7/17/2018","House/Single Family","2","R1"
