"mls";"prop_type";"status";"address";"area";"sub_area";"type_of_dwelling";"sold_price";"year_built";"days_to_sold";"tot_bedrooms";"sold_date";"postal_code"
"V1088539";"Residential Detached";"Sold";"3906 W 37TH AVENUE";"Vancouver West";"Dunbar";"House/Single Family";"4600000.00";"2012";"17";"5";"2014-10-19";"V6N 2W5"
"V1088566";"Residential Detached";"Sold";"84 RAVINE DRIVE";"Port Moody";"Heritage Mountain";"House/Single Family";"800000.00";"1990";"19";"5";"2014-10-22";"V3H 4T8"
"V1088572";"Residential Detached";"Sold";"1066 FOSTER AVENUE";"Coquitlam";"Central Coquitlam";"House/Single Family";"980000.00";"1968";"16";"5";"2014-10-22";"V3J 2M6"
"V1088596";"Residential Attached";"Sold";"1205 4380 HALIFAX STREET";"Burnaby North";"Brentwood Park";"Apartment/Condo";"467500.00";"2004";"15";"2";"2014-10-21";"V5C 6R3"
"V1088598";"Residential Attached";"Sold";"305 2665 MOUNTAIN HIGHWAY";"North Vancouver";"Lynn Valley";"Apartment/Condo";"509900.00";"2014";"21";"2";"2014-10-23";"V0V 0V0"
"V1088641";"Residential Attached";"Sold";"34 12920 JACK BELL DRIVE";"Richmond";"East Cambie";"Townhouse";"388000.00";"1994";"18";"2";"2014-10-24";"V6V 2V9"
"V1088642";"Residential Detached";"Sold";"11983 GLENHURST STREET";"Maple Ridge";"Cottonwood MR";"House/Single Family";"466500.00";"1985";"15";"3";"2014-10-21";"V2X 6V7"
"V1088660";"Residential Attached";"Sold";"104 2161 W 12TH AVENUE";"Vancouver West";"Kitsilano";"Apartment/Condo";"589000.00";"1997";"21";"2";"2014-10-27";"V6K 4S7"
"V1088694";"Residential Attached";"Sold";"2405 6888 STATION HILL DRIVE";"Burnaby South";"South Slope";"Apartment/Condo";"398000.00";"1992";"19";"2";"2014-10-22";"V3N 4X5"
"V1088709";"Residential Detached";"Sold";"2287 LORRAINE AVENUE";"Coquitlam";"Coquitlam East";"House/Single Family";"785000.00";"1968";"16";"5";"2014-10-22";"V3K 2M8"
"V1088710";"Residential Attached";"Sold";"31 20699 120B AVENUE";"Maple Ridge";"Northwest Maple Ridge";"Townhouse";"265000.00";"1991";"19";"3";"2014-10-24";"V2X 0A6"
"V1088716";"Residential Attached";"Sold";"30 100 WOOD STREET";"New Westminster";"Queensborough";"Townhouse";"550000.00";"2014";"18";"3";"2014-10-20";"V3M 0H6"
"V1088735";"Residential Attached";"Sold";"1502 8111 ANDERSON ROAD";"Richmond";"Brighouse";"Apartment/Condo";"391000.00";"1995";"20";"2";"2014-10-26";"V6Y 1S1"
"V1088741";"Residential Detached";"Sold";"10078 241ST STREET";"Maple Ridge";"Albion";"House/Single Family";"526000.00";"2003";"21";"4";"2014-10-23";"V2W 2C8"
"V1088749";"Residential Attached";"Sold";"711 5211 GILBERT ROAD";"Richmond";"Brighouse";"Apartment/Condo";"456900.00";"2014";"20";"2";"2014-10-23";"V6X 1B7"
"V1088766";"Residential Attached";"Sold";"606 5211 GILBERT ROAD";"Richmond";"Brighouse";"Apartment/Condo";"270000.00";"2014";"21";"1";"2014-10-24";"V6X 1B7"
"V1088773";"Residential Attached";"Sold";"414 500 ROYAL AVENUE";"New Westminster";"Queens Park";"Apartment/Condo";"367700.00";"2014";"24";"2";"2014-10-25";"V3L 0G5"
"V1088780";"Residential Attached";"Sold";"309 3770 MANOR STREET";"Burnaby North";"Central BN";"Apartment/Condo";"360000.00";"1993";"18";"2";"2014-10-24";"V5G 1A6"
"V1088802";"Residential Attached";"Sold";"602 238 W BROADWAY";"Vancouver West";"Mount Pleasant VW";"Apartment/Condo";"396900.00";"2016";"22";"1";"2014-10-25";"V0V 0V0"
"V1088809";"Residential Attached";"Sold";"2703 1077 W CORDOVA STREET";"Vancouver West";"Coal Harbour";"Apartment/Condo";"2210000.00";"2005";"18";"2";"2014-10-24";"V6C 2C6"
"V1088845";"Residential Attached";"Sold";"49 6577 SOUTHOAKS CRESCENT";"Burnaby South";"Highgate";"Townhouse";"310000.00";"1996";"20";"2";"2014-10-26";"V5E 4J9"
"V1088882";"Residential Attached";"Sold";"1302 2138 MADISON AVENUE";"Burnaby North";"Brentwood Park";"Apartment/Condo";"570000.00";"2006";"20";"2";"2014-10-27";"V5C 6T6"
"V1088889";"Residential Detached";"Sold";"11952 HAWTHORNE STREET";"Maple Ridge";"Cottonwood MR";"House/Single Family";"370000.00";"1971";"23";"3";"2014-10-27";"V2X 6V4"
"V1088901";"Residential Attached";"Sold";"107 1516 CHARLES STREET";"Vancouver East";"Grandview VE";"Apartment/Condo";"333000.00";"1977";"18";"1";"2014-10-25";"V5L 2T1"
"V1088918";"Residential Detached";"Sold";"5272 DIXON PLACE";"Ladner";"Hawthorne";"House/Single Family";"657000.00";"1971";"15";"4";"2014-10-21";"V4K 1Z4"
"V1088940";"Residential Attached";"Sold";"911 1333 W GEORGIA STREET";"Vancouver West";"Coal Harbour";"Apartment/Condo";"326000.00";"2006";"13";"0";"2014-10-20";"V6E 4V3"
"V1088952";"Residential Attached";"Sold";"1502 989 BEATTY STREET";"Vancouver West";"Yaletown";"Apartment/Condo";"327500.00";"2004";"17";"0";"2014-10-24";"V6Z 3C2"
"V1089028";"Residential Detached";"Sold";"4960 LARKSPUR AVENUE";"Richmond";"Riverdale RI";"House/Single Family";"1200000.00";"1973";"14";"5";"2014-10-20";"V7C 2J3"
"V1089035";"Residential Attached";"Sold";"401 2353 MARPOLE AVENUE";"Port Coquitlam";"Central Pt Coquitlam";"Apartment/Condo";"289000.00";"2007";"15";"2";"2014-10-21";"V3C 2A1"
"V1089058";"Residential Attached";"Sold";"604 811 HELMCKEN STREET";"Vancouver West";"Downtown VW";"Apartment/Condo";"328000.00";"1994";"20";"1";"2014-10-21";"V6Z 1B1"
"V1089089";"Residential Attached";"Sold";"410 1369 56TH STREET";"Tsawwassen";"Cliff Drive";"Apartment/Condo";"233000.00";"1995";"17";"1";"2014-10-20";"V4L 2A6"
"V1089100";"Residential Attached";"Sold";"311 3625 WINDCREST DRIVE";"North Vancouver";"Roche Point";"Apartment/Condo";"395000.00";"1998";"15";"2";"2014-10-22";"V7G 2S6"
"V1089123";"Residential Attached";"Sold";"4142 WELWYN STREET";"Vancouver East";"Victoria VE";"1/2 Duplex";"682500.00";"2014";"18";"3";"2014-10-25";"V5N 3Y7"
"V1089154";"Residential Attached";"Sold";"3907 2955 ATLANTIC AVENUE";"Coquitlam";"North Coquitlam";"Apartment/Condo";"440900.00";"2013";"16";"2";"2014-10-21";"V3B 0H9"
"V1089156";"Residential Attached";"Sold";"316 428 AGNES STREET";"New Westminster";"Downtown NW";"Apartment/Condo";"146500.00";"1978";"19";"1";"2014-10-25";"V3L 1G1"
"V1089161";"Residential Attached";"Sold";"4003 2955 ATLANTIC AVENUE";"Coquitlam";"North Coquitlam";"Apartment/Condo";"436000.00";"2013";"15";"2";"2014-10-20";"V3B 0H9"
"V1089168";"Residential Attached";"Sold";"14 4957 MARINE DRIVE";"West Vancouver";"Olde Caulfeild";"Townhouse";"740000.00";"1974";"19";"3";"2014-10-27";"V7W 2P5"
"V1089179";"Residential Attached";"Sold";"TH17 1233 W CORDOVA STREET";"Vancouver West";"Coal Harbour";"Townhouse";"2950000.00";"2003";"17";"3";"2014-10-24";"V6C 3R1"
"V1089181";"Residential Attached";"Sold";"410 2016 FULLERTON AVENUE";"North Vancouver";"Pemberton NV";"Apartment/Condo";"212500.00";"1973";"13";"0";"2014-10-20";"V7P 3E6"
"V1089187";"Residential Detached";"Sold";"317 W 19TH AVENUE";"Vancouver West";"Cambie";"House/Single Family";"1550000.00";"1914";"24";"3";"2014-10-27";"V5Y 2B6"
"V1089203";"Residential Detached";"Sold";"596 E 29TH AVENUE";"Vancouver East";"Fraser VE";"House/Single Family";"905000.00";"1912";"13";"4";"2014-10-20";"V5V 2R9"
"V1089207";"Residential Attached";"Sold";"1507 4182 DAWSON STREET";"Burnaby North";"Brentwood Park";"Apartment/Condo";"333000.00";"2007";"20";"1";"2014-10-27";"V5C 0A2"
"V1089233";"Residential Attached";"Sold";"2006 58 KEEFER PLACE";"Vancouver West";"Downtown VW";"Apartment/Condo";"419500.00";"2007";"14";"1";"2014-10-22";"V6B 0B8"
"V1089239";"Residential Attached";"Sold";"601 1650 W 7TH AVENUE";"Vancouver West";"Fairview VW";"Apartment/Condo";"489500.00";"2006";"12";"1";"2014-10-20";"V6J 1S5"
"V1089242";"Residential Attached";"Sold";"209 550 SEABORNE PLACE";"Port Coquitlam";"Riverwood";"Apartment/Condo";"354900.00";"2015";"15";"2";"2014-10-21";"V3B 0J4"
"V1089249";"Residential Attached";"Sold";"45 2719 ST MICHAEL STREET";"Port Coquitlam";"Glenwood PQ";"1/2 Duplex";"368500.00";"1979";"15";"3";"2014-10-23";"V3B 5R4"
"V1089255";"Residential Detached";"Sold";"3537 ETON STREET";"Vancouver East";"Hastings East";"House/Single Family";"835000.00";"9999";"19";"2";"2014-10-26";"V5K 1K6"
"V1089307";"Residential Detached";"Sold";"6628 BROADWAY";"Burnaby North";"Parkcrest";"House/Single Family";"885000.00";"1983";"19";"5";"2014-10-26";"V5B 2Y5"
"V1089324";"Residential Detached";"Sold";"3113 E 51ST AVENUE";"Vancouver East";"Killarney VE";"House/Single Family";"1250000.00";"1958";"14";"4";"2014-10-23";"V5S 1S2"
"V1089329";"Residential Attached";"Sold";"402 1040 PACIFIC STREET";"Vancouver West";"West End VW";"Apartment/Condo";"250000.00";"1982";"11";"1";"2014-10-20";"V6E 4C1"
"V1089332";"Residential Attached";"Sold";"18 11060 BARNSTON VIEW ROAD";"Pitt Meadows";"South Meadows";"Townhouse";"325000.00";"2005";"19";"2";"2014-10-27";"V3Y 2X2"
"V1089333";"Residential Detached";"Sold";"5171 DENNISON DRIVE";"Tsawwassen";"Tsawwassen Central";"House/Single Family";"625000.00";"1979";"17";"4";"2014-10-25";"V4M 1S1"
"V1089338";"Residential Attached";"Sold";"409 37841 CLEVELAND AVENUE";"Squamish";"Downtown SQ";"Apartment/Condo";"209600.00";"2011";"13";"1";"2014-10-21";"V8B 0A9"
"V1089341";"Residential Detached";"Sold";"881 JARVIS STREET";"Coquitlam";"Harbour Chines";"House/Single Family";"763000.00";"1971";"15";"5";"2014-10-23";"V3J 4Z8"
"V1089345";"Residential Detached";"Sold";"2568 LARKIN AVENUE";"Port Coquitlam";"Woodland Acres PQ";"House/Single Family";"788000.00";"9999";"19";"5";"2014-10-27";"V3B 2H7"
"V1089348";"Residential Detached";"Sold";"240 E 28TH STREET";"North Vancouver";"Upper Lonsdale";"House/Single Family";"829000.00";"1911";"16";"5";"2014-10-24";"V7N 1C2"
"V1089353";"Residential Detached";"Sold";"10280 SHELL ROAD";"Richmond";"Ironwood";"House/Single Family";"700000.00";"1960";"15";"3";"2014-10-22";"V7A 3X3"
"V1089385";"Residential Detached";"Sold";"3868 NITHSDALE STREET";"Burnaby South";"Burnaby Hospital";"House/Single Family";"1100000.00";"1951";"11";"3";"2014-10-20";"V5G 1P6"
"V1089402";"Residential Detached";"Sold";"4405 PARKER STREET";"Burnaby North";"Willingdon Heights";"House/Single Family";"755000.00";"9999";"12";"4";"2014-10-20";"V5C 3C7"
"V1089421";"Residential Attached";"Sold";"202 4333 CENTRAL BOULEVARD";"Burnaby South";"Metrotown";"Apartment/Condo";"408000.00";"2004";"15";"1";"2014-10-23";"V5H 4W8"
"V1089438";"Residential Detached";"Sold";"116 W 12TH AVENUE";"Vancouver West";"Mount Pleasant VW";"House/Single Family";"988000.00";"1912";"13";"4";"2014-10-22";"V5Y 1T7"
"V1089448";"Residential Detached";"Sold";"1938 E 7TH AVENUE";"Vancouver East";"Grandview VE";"House/Single Family";"1328000.00";"1926";"11";"4";"2014-10-20";"V5N 1S4"
"V1089451";"Residential Detached";"Sold";"907 KENNEDY AVENUE";"North Vancouver";"Edgemont";"House/Single Family";"2860000.00";"2013";"11";"6";"2014-10-20";"V7R 1L4"
"V1089452";"Residential Attached";"Sold";"302 1802 DUTHIE AVENUE";"Burnaby North";"Montecito";"Apartment/Condo";"219000.00";"1993";"13";"2";"2014-10-21";"V5A 2R8"
"V1089459";"Residential Attached";"Sold";"410 1200 EASTWOOD STREET";"Coquitlam";"North Coquitlam";"Apartment/Condo";"254000.00";"1994";"10";"2";"2014-10-19";"V3B 7R9"
"V1089463";"Residential Attached";"Sold";"563 4591 BLACKCOMB WAY";"Whistler";"Benchlands";"Apartment/Condo";"220000.00";"2004";"15";"1";"2014-10-22";"V0N 1B4"
"V1089490";"Residential Detached";"Sold";"3605 E 27TH AVENUE";"Vancouver East";"Renfrew Heights";"House/Single Family";"1000000.00";"1977";"12";"4";"2014-10-20";"V5R 1R3"
"V1089493";"Residential Attached";"Sold";"2401 1238 RICHARDS STREET";"Vancouver West";"Yaletown";"Apartment/Condo";"1080000.00";"1999";"12";"2";"2014-10-21";"V6B 6M6"
"V1089540";"Residential Attached";"Sold";"1104 323 JERVIS STREET";"Vancouver West";"Coal Harbour";"Apartment/Condo";"1698000.00";"2002";"14";"2";"2014-10-23";"V6C 3P8"
"V1089575";"Residential Detached";"Sold";"4239 DOLLAR ROAD";"North Vancouver";"Dollarton";"House/Single Family";"870000.00";"1975";"17";"4";"2014-10-27";"V7G 1A8"
"V1089604";"Residential Detached";"Sold";"8 N STRATFORD AVENUE";"Burnaby North";"Capitol Hill BN";"House/Single Family";"1023000.00";"2014";"15";"6";"2014-10-25";"V5B 1K9"
"V1089606";"Residential Attached";"Sold";"14 3461 PRINCETON AVENUE";"Coquitlam";"Burke Mountain";"Townhouse";"609900.00";"2015";"11";"4";"2014-10-20";"V3E 0M2"
"V1089614";"Residential Attached";"Sold";"114 4238 ALBERT STREET";"Burnaby North";"Vancouver Heights";"Townhouse";"520000.00";"2003";"10";"2";"2014-10-20";"V5C 6T1"
"V1089619";"Residential Detached";"Sold";"6013 BURNS STREET";"Burnaby South";"Upper Deer Lake";"House/Single Family";"1338000.00";"1986";"11";"3";"2014-10-20";"V5H 1X3"
"V1089630";"Residential Attached";"Sold";"809 522 MOBERLY ROAD";"Vancouver West";"False Creek";"Apartment/Condo";"858000.00";"1985";"14";"2";"2014-10-24";"V5Z 4G4"
"V1089638";"Residential Detached";"Sold";"10239 BRYSON DRIVE";"Richmond";"West Cambie";"House/Single Family";"1008000.00";"1993";"13";"8";"2014-10-23";"V6X 3S7"
"V1089645";"Residential Detached";"Sold";"2355 ARGYLE CRESCENT";"Squamish";"Garibaldi Highlands";"House/Single Family";"679000.00";"1969";"13";"4";"2014-10-22";"V0N 1T0"
"V1089658";"Residential Detached";"Sold";"817 KELVIN STREET";"Coquitlam";"Harbour Chines";"House/Single Family";"995000.00";"1993";"16";"4";"2014-10-26";"V3J 4W5"
"V1089669";"Residential Detached";"Sold";"11385 248TH STREET";"Maple Ridge";"Cottonwood MR";"House with Acreage";"658000.00";"1992";"10";"4";"2014-10-20";"V2W 1H4"
"V1089678";"Residential Detached";"Sold";"4042 W 29TH AVENUE";"Vancouver West";"Dunbar";"House/Single Family";"2921800.00";"1950";"10";"5";"2014-10-20";"V6S 1V5"
"V1089699";"Residential Detached";"Sold";"2910 BRIXHAM ROAD";"North Vancouver";"Windsor Park NV";"House/Single Family";"740000.00";"1965";"8";"5";"2014-10-21";"V7H 1C4"
"V1089701";"Residential Detached";"Sold";"3711 OAKDALE STREET";"Port Coquitlam";"Lincoln Park PQ";"House/Single Family";"500000.00";"1973";"14";"4";"2014-10-25";"V3B 4W7"
"V1089706";"Residential Detached";"Sold";"2814 BELLEVUE AVENUE";"West Vancouver";"Altamont";"House/Single Family";"8750000.00";"1949";"7";"4";"2014-10-21";"V7V 1E8"
"V1089710";"Residential Detached";"Sold";"2761 E GEORGIA STREET";"Vancouver East";"Renfrew VE";"House/Single Family";"895000.00";"1928";"6";"4";"2014-10-20";"V5K 2K1"
"V1089713";"Residential Attached";"Sold";"311 19236 FORD ROAD";"Pitt Meadows";"Central Meadows";"Apartment/Condo";"237000.00";"1990";"6";"2";"2014-10-19";"V3Y 2K1"
"V1089715";"Residential Detached";"Sold";"3621 W 20TH AVENUE";"Vancouver West";"Dunbar";"House/Single Family";"1800000.00";"1931";"6";"6";"2014-10-20";"V6S 1E9"
"V1089718";"Residential Attached";"Sold";"2045 E 5TH AVENUE";"Vancouver East";"Grandview VE";"1/2 Duplex";"796000.00";"1997";"5";"2";"2014-10-19";"V5N 1M3"
"V1089739";"Residential Detached";"Sold";"3529 W 49TH AVENUE";"Vancouver West";"Southlands";"House/Single Family";"2508000.00";"1979";"9";"3";"2014-10-23";"V6N 3T6"
"V1089746";"Residential Detached";"Sold";"505 FIFTH STREET";"New Westminster";"Queens Park";"House/Single Family";"1200000.00";"1992";"10";"5";"2014-10-20";"V3L 2X7"
"V1089750";"Residential Detached";"Sold";"5874 BATTISON STREET";"Vancouver East";"Killarney VE";"House/Single Family";"950000.00";"1946";"6";"4";"2014-10-19";"V5R 4M8"
"V1089754";"Residential Attached";"Sold";"202 1388 HOMER STREET";"Vancouver West";"Yaletown";"Apartment/Condo";"805000.00";"1995";"6";"2";"2014-10-20";"V6B 6A7"
"V1089764";"Residential Attached";"Sold";"403 1140 PENDRELL STREET";"Vancouver West";"West End VW";"Apartment/Condo";"359500.00";"1976";"7";"1";"2014-10-21";"V6E 1L4"
"V1089779";"Residential Detached";"Sold";"13 6333 PRINCESS LANE";"Richmond";"Steveston South";"Townhouse";"788000.00";"2003";"8";"3";"2014-10-20";"V7E 6T3"
"V1089793";"Residential Detached";"Sold";"3342 W 5TH AVENUE";"Vancouver West";"Kitsilano";"House/Single Family";"1550000.00";"9999";"8";"4";"2014-10-22";"V6R 1R7"
"V1089795";"Residential Detached";"Sold";"927 BURNABY STREET";"New Westminster";"The Heights NW";"House/Single Family";"646000.00";"1950";"6";"4";"2014-10-20";"V3L 4V8"
"V1089804";"Residential Detached";"Sold";"3832 INVERNESS STREET";"Vancouver East";"Knight";"House/Single Family";"760000.00";"1911";"6";"4";"2014-10-20";"V5V 4W2"
"V1089805";"Residential Attached";"Sold";"201 828 ROYAL AVENUE";"New Westminster";"Downtown NW";"Townhouse";"375500.00";"2012";"10";"2";"2014-10-19";"V3M 6R4"
"V1089809";"Residential Detached";"Sold";"120 SIXTH AVENUE";"New Westminster";"Queens Park";"House/Single Family";"983000.00";"1911";"8";"5";"2014-10-20";"V3L 1T4"
"V1089824";"Residential Attached";"Sold";"PH10 2265 E HASTINGS STREET";"Vancouver East";"Hastings";"Apartment/Condo";"343000.00";"2007";"11";"2";"2014-10-24";"V5L 1V3"
"V1089849";"Residential Detached";"Sold";"41404 DRYDEN ROAD";"Squamish";"Brackendale";"House/Single Family";"755000.00";"2008";"13";"4";"2014-10-26";"V8B 0H6"
"V1089850";"Residential Detached";"Sold";"5500 LINSCOTT COURT";"Richmond";"Granville";"House/Single Family";"1160000.00";"1985";"5";"4";"2014-10-19";"V7C 2W9"
"V1089859";"Residential Attached";"Sold";"405 9611 GLENDOWER DRIVE";"Richmond";"Saunders";"Townhouse";"357500.00";"1972";"14";"3";"2014-10-27";"V7A 2Y6"
"V1089865";"Residential Detached";"Sold";"7770 SPARBROOK CRESCENT";"Vancouver East";"Champlain Heights";"House/Single Family";"1100000.00";"1973";"6";"3";"2014-10-20";"V5S 3K3"
"V1089882";"Residential Detached";"Sold";"2621 HENRY STREET";"Port Moody";"Port Moody Centre";"House/Single Family";"712800.00";"1911";"5";"4";"2014-10-19";"V3H 2J7"
"V1089887";"Residential Detached";"Sold";"38226 GUILFORD DRIVE";"Squamish";"Valleycliffe";"House/Single Family";"535000.00";"1976";"6";"4";"2014-10-19";"V8B 0C2"
"V1089890";"Residential Detached";"Sold";"3836 KILLARNEY STREET";"Port Coquitlam";"Lincoln Park PQ";"House/Single Family";"560000.00";"1977";"9";"4";"2014-10-19";"V3B 3G6"
"V1089900";"Residential Attached";"Sold";"322 2255 W 4TH AVENUE";"Vancouver West";"Kitsilano";"Apartment/Condo";"430000.00";"1994";"6";"1";"2014-10-20";"V6K 1N9"
"V1089901";"Residential Detached";"Sold";"669 WILMOT STREET";"Coquitlam";"Central Coquitlam";"House/Single Family";"835000.00";"1964";"7";"6";"2014-10-21";"V3J 6P1"
"V1089930";"Residential Attached";"Sold";"202 1550 W 15TH AVENUE";"Vancouver West";"Fairview VW";"Apartment/Condo";"1100000.00";"1994";"12";"3";"2014-10-26";"V6J 2K6"
"V1089933";"Residential Detached";"Sold";"12500 KNOTTS STREET";"Maple Ridge";"Northwest Maple Ridge";"House/Single Family";"589000.00";"1981";"7";"3";"2014-10-21";"V2X 8P5"
"V1089954";"Residential Detached";"Sold";"1124 E 19TH AVENUE";"Vancouver East";"Knight";"House/Single Family";"879000.00";"1910";"6";"4";"2014-10-20";"V5V 1L1"
"V1089960";"Residential Detached";"Sold";"4293 EVERGREEN AVENUE";"West Vancouver";"Cypress";"House/Single Family";"1900000.00";"1939";"6";"4";"2014-10-20";"V7V 1H2"
"V1089965";"Residential Detached";"Sold";"2421 GILLESPIE PLACE";"Port Coquitlam";"Riverwood";"House/Single Family";"512000.00";"1986";"5";"5";"2014-10-20";"V3B 6W5"
"V1089970";"Residential Attached";"Sold";"2608 1033 MARINASIDE CRESCENT";"Vancouver West";"Yaletown";"Apartment/Condo";"865000.00";"2002";"12";"2";"2014-10-26";"V6Z 3A3"
"V1089973";"Residential Attached";"Sold";"11 6498 ELGIN AVENUE";"Burnaby South";"Forest Glen BS";"Townhouse";"499000.00";"2007";"6";"2";"2014-10-20";"V5H 3S6"
"V1089998";"Residential Detached";"Sold";"319 W 27TH STREET";"North Vancouver";"Upper Lonsdale";"House/Single Family";"1350000.00";"2013";"4";"5";"2014-10-19";"V7N 2H5"
"V1090005";"Residential Attached";"Sold";"203 9127 CAPELLA DRIVE";"Burnaby North";"Simon Fraser Hills";"Townhouse";"225000.00";"1978";"9";"2";"2014-10-24";"V3J 7K3"
"V1090011";"Residential Attached";"Sold";"33 24185 106B AVENUE";"Maple Ridge";"Albion";"Townhouse";"487500.00";"2008";"10";"4";"2014-10-23";"V2W 0C6"
"V1090019";"Residential Attached";"Sold";"2506 909 MAINLAND STREET";"Vancouver West";"Yaletown";"Apartment/Condo";"425000.00";"2007";"16";"1";"2014-10-26";"V6B 1S3"
"V1090021";"Residential Attached";"Sold";"307 8180 GRANVILLE AVENUE";"Richmond";"Brighouse South";"Apartment/Condo";"308000.00";"1999";"6";"2";"2014-10-20";"V6Y 1P3"
"V1090029";"Residential Detached";"Sold";"851 PORTEAU PLACE";"North Vancouver";"Roche Point";"House/Single Family";"887000.00";"1987";"4";"3";"2014-10-19";"V7H 2P8"
"V1090033";"Residential Detached";"Sold";"1777 LANGAN AVENUE";"Port Coquitlam";"Central Pt Coquitlam";"House/Single Family";"550000.00";"1967";"4";"4";"2014-10-19";"V3C 1K8"
"V1090035";"Residential Detached";"Sold";"4352 MARBLE ROAD";"Sunshine Coast";"Sechelt District";"House/Single Family";"280000.00";"1980";"7";"3";"2014-10-21";"V0N 3A1"
"V1090060";"Residential Detached";"Sold";"1136 SKANA DRIVE";"Tsawwassen";"English Bluff";"House/Single Family";"890000.00";"1968";"10";"4";"2014-10-23";"V4M 2L4"
"V1090062";"Residential Attached";"Sold";"110 2336 WHYTE AVENUE";"Port Coquitlam";"Central Pt Coquitlam";"Apartment/Condo";"317000.00";"2008";"7";"2";"2014-10-21";"V3C 0A7"
"V1090074";"Residential Attached";"Sold";"1905 2355 MADISON AVENUE";"Burnaby North";"Brentwood Park";"Apartment/Condo";"335000.00";"2007";"12";"1";"2014-10-26";"V5C 0B3"
"V1090084";"Residential Detached";"Sold";"1691 PITT RIVER ROAD";"Port Coquitlam";"Lower Mary Hill";"House/Single Family";"510000.00";"1975";"5";"4";"2014-10-19";"V3C 1P5"
"V1090088";"Residential Detached";"Sold";"2744 W 10TH AVENUE";"Vancouver West";"Kitsilano";"House/Single Family";"1525000.00";"9999";"5";"5";"2014-10-20";"V6K 2J9"
"V1090093";"Residential Attached";"Sold";"5 1295 SOBALL STREET";"Coquitlam";"Burke Mountain";"Townhouse";"444000.00";"2012";"9";"3";"2014-10-24";"V3E 0G9"
"V1090105";"Residential Attached";"Sold";"402 328 E 11TH AVENUE";"Vancouver East";"Mount Pleasant VE";"Apartment/Condo";"426000.00";"2006";"4";"1";"2014-10-19";"V5T 4W1"
"V1090109";"Residential Attached";"Sold";"110 1685 PINETREE WAY";"Coquitlam";"Westwood Plateau";"Townhouse";"538800.00";"1994";"8";"3";"2014-10-21";"V3E 3A1"
"V1090111";"Residential Attached";"Sold";"50 160 PEMBINA STREET";"New Westminster";"Queensborough";"Townhouse";"400000.00";"2006";"8";"3";"2014-10-23";"V3M 0A3"
"V1090121";"Residential Attached";"Sold";"305 4625 GRANGE STREET";"Burnaby South";"Forest Glen BS";"Apartment/Condo";"190000.00";"1975";"9";"1";"2014-10-24";"V5H 1R1"
"V1090124";"Residential Attached";"Sold";"429 9847 MANCHESTER DRIVE";"Burnaby North";"Cariboo";"Apartment/Condo";"210500.00";"1982";"12";"2";"2014-10-27";"V3N 4P4"
"V1090126";"Residential Detached";"Sold";"12510 228TH STREET";"Maple Ridge";"East Central";"House/Single Family";"388500.00";"1989";"6";"3";"2014-10-21";"V2X 6M8"
"V1090135";"Residential Attached";"Sold";"TH6 4250 DAWSON STREET";"Burnaby North";"Brentwood Park";"Townhouse";"530000.00";"2008";"15";"2";"2014-10-26";"V5C 4B1"
"V1090142";"Residential Attached";"Sold";"1304 1483 W 7TH AVENUE";"Vancouver West";"Fairview VW";"Apartment/Condo";"1390000.00";"2005";"5";"2";"2014-10-20";"V6H 4H2"
"V1090149";"Residential Attached";"Sold";"602 1185 QUAYSIDE DRIVE";"New Westminster";"Quay";"Apartment/Condo";"353000.00";"1995";"5";"3";"2014-10-19";"V3M 6T8"
"V1090150";"Residential Attached";"Sold";"7111 MONT ROYAL SQUARE";"Vancouver East";"Champlain Heights";"Townhouse";"748000.00";"2003";"7";"4";"2014-10-21";"V5S 4W5"
"V1090162";"Residential Detached";"Sold";"1544 BROADVIEW COURT";"Coquitlam";"Harbour Place";"House/Single Family";"1040000.00";"1958";"4";"3";"2014-10-19";"V3J 5X9"
"V1090177";"Residential Detached";"Sold";"7460 ROSEWOOD STREET";"Burnaby South";"Highgate";"House/Single Family";"930000.00";"1987";"6";"5";"2014-10-20";"V5E 2G5"
"V1090178";"Residential Attached";"Sold";"316 332 LONSDALE AVENUE";"North Vancouver";"Lower Lonsdale";"Apartment/Condo";"335000.00";"1998";"7";"1";"2014-10-22";"V7M 3M5"
"V1090180";"Residential Attached";"Sold";"2906 2968 GLEN DRIVE";"Coquitlam";"North Coquitlam";"Apartment/Condo";"295000.00";"2012";"8";"1";"2014-10-21";"V3B 0C4"
"V1090186";"Residential Detached";"Sold";"1183 DEEP COVE PLACE";"North Vancouver";"Deep Cove";"House/Single Family";"1090000.00";"1986";"6";"4";"2014-10-21";"V7G 2H1"
"V1090189";"Residential Attached";"Sold";"145 511 GATENSBURY STREET";"Coquitlam";"Central Coquitlam";"Townhouse";"366000.00";"1977";"13";"3";"2014-10-27";"V3J 5E7"
"V1090199";"Residential Attached";"Sold";"55 650 ROCHE POINT DRIVE";"North Vancouver";"Roche Point";"Townhouse";"608000.00";"1994";"5";"3";"2014-10-20";"V7H 2Z5"
"V1090200";"Residential Attached";"Sold";"308 1707 CHARLES STREET";"Vancouver East";"Grandview VE";"Apartment/Condo";"555000.00";"1997";"6";"2";"2014-10-21";"V5L 2T6"
"V1090201";"Residential Attached";"Sold";"1226 ISLAND PARK WALK";"Vancouver West";"False Creek";"Townhouse";"775000.00";"1979";"8";"2";"2014-10-23";"V6H 3T4"
